"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1712389",-0.130989896417264,9.76386770176662,-1.2072657389331,0.230116022035265,0.999332053946124,-4.55819330183427
"ILMN_1742040",-0.127494320298323,5.18774283930259,-1.20719500852308,0.230143134765763,0.999332053946124,-4.55822584164003
"ILMN_1697503",-0.138600222090924,7.06426277160153,-1.20555418846537,0.230772749097067,0.999332053946124,-4.55898019660969
"ILMN_1778444",-0.125987358947077,8.93181298685188,-1.20550004997055,0.23079354423065,0.999332053946124,-4.55900506969328
"ILMN_3235832",0.168440112605442,6.76582966417276,1.20529058236404,0.230874015547546,0.999332053946124,-4.55910129625986
"ILMN_1667034",0.122017581165162,7.46767992378431,1.20465300532207,0.231119078475408,0.999332053946124,-4.55939409222479
"ILMN_1796335",-0.196288115630158,5.6589480004392,-1.20443341213042,0.231203526030974,0.999332053946124,-4.5594949022648
"ILMN_2400759",0.1327697832527,9.60544109295824,1.20388314809275,0.231415235266533,0.999332053946124,-4.5597474383948
"ILMN_2414027",-0.138561171883126,9.19834138528922,-1.20383405328626,0.231434130847287,0.999332053946124,-4.55976996442883
"ILMN_3250972",-0.131446996519465,5.80581980641037,-1.20333645396187,0.231625709341188,0.999332053946124,-4.55999822705085
"ILMN_2366212",0.153061614701185,9.19077646782382,1.20309571098043,0.231718437729535,0.999332053946124,-4.56010863019568
"ILMN_1761113",0.167515702632277,6.47792425064598,1.20291665844514,0.23178742178951,0.999332053946124,-4.56019072883104
"ILMN_1675421",-0.157883461208782,5.5502095111817,-1.20215399237516,0.232081421973974,0.999332053946124,-4.56054029351114
"ILMN_1798602",-0.121734505026039,6.31683011944301,-1.20203335402447,0.232127951452458,0.999332053946124,-4.56059556818329
"ILMN_1701455",0.140231638138708,6.29842479466102,1.20158210312301,0.232302055753834,0.999332053946124,-4.56080227757305
"ILMN_1725661",0.361254710877011,10.169617813437,1.20147788023966,0.232342281010559,0.999332053946124,-4.5608500095423
"ILMN_3285762",0.277600290692906,9.45018205469958,1.2014225022875,0.232363656402862,0.999332053946124,-4.560875369914
"ILMN_2376416",0.124641492529957,6.5239609230545,1.2013627965749,0.232386703858285,0.999332053946124,-4.56090271093606
"ILMN_2181540",-0.138946354512152,6.94034045388416,-1.20129129281248,0.232414307734701,0.999332053946124,-4.56093545292858
"ILMN_1780197",-0.148072485176304,6.28044767385781,-1.20121319581244,0.232444459614225,0.999332053946124,-4.56097121187693
"ILMN_2054233",-0.148831331368013,6.33019129887027,-1.2001972803727,0.232836943378429,0.999332053946124,-4.56143617556839
"ILMN_1717029",0.125045254855897,5.41023016403252,1.19973291491725,0.233016502812089,0.999332053946124,-4.56164858100764
"ILMN_1782385",0.123308734919393,9.00428091985608,1.19833418772011,0.233557960566503,0.999332053946124,-4.56228789853211
"ILMN_2124155",-0.146967768684775,6.25863485037434,-1.19781457137319,0.233759338333253,0.999332053946124,-4.56252521857718
